Date,Reform,EKRE,Centre,E200,SDE,Isamaa,VL,Koos,PP,Greens,ERK,Free,EÜRP,Res Publica,Coalition
26-Jun-21,27.33%,20.78%,18.61%,14.16%,9.10%,5.51%,,,,2.37%,,0.63%,,,
27-Jun-21,27.28%,20.80%,18.60%,14.18%,9.17%,5.49%,,,,2.36%,,0.63%,,,
28-Jun-21,27.23%,20.81%,18.59%,14.19%,9.24%,5.46%,,,,2.34%,,0.64%,,,
29-Jun-21,27.19%,20.80%,18.58%,14.22%,9.31%,5.44%,,,,2.34%,,0.64%,,,
30-Jun-21,27.15%,20.80%,18.56%,14.25%,9.38%,5.41%,,,,2.33%,,0.64%,,,
01-Jul-21,27.14%,20.81%,18.56%,14.25%,9.40%,5.41%,,,,2.32%,,0.64%,,,
02-Jul-21,27.13%,20.81%,18.56%,14.25%,9.41%,5.41%,,,,2.32%,,0.64%,,,
03-Jul-21,27.12%,20.82%,18.55%,14.25%,9.42%,5.41%,,,,2.32%,,0.64%,,,
04-Jul-21,27.12%,20.83%,18.56%,14.24%,9.42%,5.41%,,,,2.32%,,0.64%,,,
05-Jul-21,27.12%,20.83%,18.56%,14.23%,9.43%,5.41%,,,,2.32%,,0.63%,,,
06-Jul-21,27.12%,20.84%,18.56%,14.22%,9.43%,5.41%,,,,2.32%,,0.63%,,,
07-Jul-21,27.11%,20.84%,18.57%,14.22%,9.44%,5.41%,,,,2.32%,,0.63%,,,
08-Jul-21,27.11%,20.85%,18.57%,14.21%,9.44%,5.42%,,,,2.32%,,0.62%,,,
09-Jul-21,27.10%,20.85%,18.57%,14.20%,9.45%,5.42%,,,,2.32%,,0.62%,,,
10-Jul-21,27.10%,20.85%,18.58%,14.20%,9.45%,5.42%,,,,2.32%,,0.62%,,,
11-Jul-21,27.10%,20.85%,18.58%,14.19%,9.45%,5.42%,,,,2.32%,,0.62%,,,
12-Jul-21,27.10%,20.87%,18.58%,14.18%,9.45%,5.43%,,,,2.31%,,0.61%,,,
13-Jul-21,27.11%,20.89%,18.58%,14.17%,9.45%,5.44%,,,,2.31%,,0.61%,,,
14-Jul-21,27.11%,20.90%,18.58%,14.15%,9.44%,5.44%,,,,2.30%,,0.60%,,,
15-Jul-21,27.11%,20.92%,18.58%,14.14%,9.44%,5.45%,,,,2.30%,,0.60%,,,
16-Jul-21,27.12%,20.93%,18.58%,14.13%,9.43%,5.45%,,,,2.29%,,0.59%,,,
17-Jul-21,27.12%,20.95%,18.58%,14.11%,9.43%,5.46%,,,,2.29%,,0.59%,,,
18-Jul-21,27.13%,20.97%,18.58%,14.10%,9.42%,5.47%,,,,2.28%,,0.58%,,,
19-Jul-21,27.14%,21.00%,18.57%,14.09%,9.42%,5.47%,,,,2.27%,,0.57%,,,
20-Jul-21,27.14%,21.04%,18.55%,14.08%,9.41%,5.48%,,,,2.26%,,0.57%,,,
21-Jul-21,27.15%,21.08%,18.53%,14.07%,9.40%,5.49%,,,,2.26%,,0.56%,,,
22-Jul-21,27.09%,21.18%,18.55%,14.08%,9.39%,5.47%,,,,2.26%,,0.56%,,,
23-Jul-21,27.02%,21.28%,18.56%,14.08%,9.38%,5.45%,,,,2.26%,,0.57%,,,
24-Jul-21,26.96%,21.38%,18.57%,14.09%,9.37%,5.43%,,,,2.27%,,0.57%,,,
25-Jul-21,26.89%,21.48%,18.58%,14.09%,9.35%,5.41%,,,,2.27%,,0.57%,,,
26-Jul-21,26.83%,21.59%,18.59%,14.10%,9.34%,5.39%,,,,2.28%,,0.57%,,,
27-Jul-21,26.78%,21.68%,18.60%,14.11%,9.33%,5.37%,,,,2.28%,,0.57%,,,
28-Jul-21,26.74%,21.78%,18.60%,14.11%,9.31%,5.35%,,,,2.29%,,0.57%,,,
29-Jul-21,26.69%,21.87%,18.60%,14.12%,9.30%,5.32%,,,,2.30%,,0.57%,,,
30-Jul-21,26.65%,21.97%,18.60%,14.13%,9.28%,5.30%,,,,2.31%,,0.58%,,,
31-Jul-21,26.60%,22.07%,18.61%,14.13%,9.27%,5.28%,,,,2.32%,,0.58%,,,
01-Aug-21,26.56%,22.17%,18.61%,14.14%,9.25%,5.25%,,,,2.33%,,0.58%,,,
02-Aug-21,26.52%,22.28%,18.61%,14.14%,9.23%,5.23%,,,,2.34%,,0.58%,,,
03-Aug-21,26.47%,22.37%,18.62%,14.14%,9.22%,5.21%,,,,2.35%,,0.58%,,,
04-Aug-21,26.42%,22.46%,18.63%,14.15%,9.20%,5.18%,,,,2.37%,,0.58%,,,
05-Aug-21,26.38%,22.55%,18.64%,14.15%,9.19%,5.16%,,,,2.38%,,0.58%,,,
06-Aug-21,26.40%,22.58%,18.62%,14.14%,9.17%,5.16%,,,,2.38%,,0.58%,,,
07-Aug-21,26.44%,22.62%,18.61%,14.11%,9.16%,5.16%,,,,2.38%,,0.57%,,,
08-Aug-21,26.48%,22.65%,18.59%,14.08%,9.15%,5.16%,,,,2.38%,,0.56%,,,
09-Aug-21,26.51%,22.69%,18.58%,14.05%,9.14%,5.16%,,,,2.37%,,0.55%,,,
10-Aug-21,26.55%,22.72%,18.56%,14.02%,9.12%,5.17%,,,,2.37%,,0.55%,,,
11-Aug-21,26.57%,22.76%,18.56%,14.00%,9.12%,5.17%,,,,2.37%,,0.54%,,,
12-Aug-21,26.58%,22.79%,18.56%,13.97%,9.11%,5.17%,,,,2.37%,,0.53%,,,
13-Aug-21,26.56%,22.80%,18.54%,13.97%,9.10%,5.17%,,,,2.39%,,0.52%,,,
14-Aug-21,26.54%,22.80%,18.52%,13.97%,9.09%,5.17%,,,,2.41%,,0.51%,,,
15-Aug-21,26.52%,22.81%,18.49%,13.98%,9.08%,5.17%,,,,2.43%,,0.50%,,,
16-Aug-21,26.52%,22.80%,18.47%,13.98%,9.07%,5.16%,,,,2.45%,,0.49%,,,
17-Aug-21,26.49%,22.81%,18.42%,14.00%,9.09%,5.14%,,,,2.49%,,0.48%,,,
18-Aug-21,26.46%,22.81%,18.36%,14.02%,9.11%,5.12%,,,,2.53%,,0.48%,,,
19-Aug-21,26.44%,22.81%,18.31%,14.05%,9.14%,5.10%,,,,2.57%,,0.48%,,,
20-Aug-21,26.41%,22.82%,18.25%,14.07%,9.16%,5.08%,,,,2.61%,,0.48%,,,
21-Aug-21,26.38%,22.82%,18.20%,14.09%,9.18%,5.06%,,,,2.65%,,0.47%,,,
22-Aug-21,26.34%,22.82%,18.14%,14.13%,9.21%,5.04%,,,,2.69%,,0.47%,,,
23-Aug-21,26.30%,22.82%,18.08%,14.17%,9.23%,5.01%,,,,2.74%,,0.47%,,,
24-Aug-21,26.27%,22.82%,18.03%,14.20%,9.25%,4.99%,,,,2.78%,,0.47%,,,
25-Aug-21,26.24%,22.82%,17.97%,14.23%,9.28%,4.97%,,,,2.82%,,0.47%,,,
26-Aug-21,26.21%,22.82%,17.91%,14.26%,9.30%,4.95%,,,,2.86%,,0.47%,,,
27-Aug-21,26.18%,22.82%,17.86%,14.30%,9.32%,4.92%,,,,2.90%,,0.46%,,,
28-Aug-21,26.18%,22.84%,17.82%,14.30%,9.35%,4.90%,,,,2.92%,,0.47%,,,
29-Aug-21,26.19%,22.86%,17.78%,14.31%,9.37%,4.88%,,,,2.94%,,0.47%,,,
30-Aug-21,26.20%,22.88%,17.74%,14.31%,9.40%,4.86%,,,,2.96%,,0.48%,,,
31-Aug-21,26.19%,22.92%,17.70%,14.31%,9.42%,4.86%,,,,2.98%,,0.48%,,,
01-Sep-21,26.20%,22.92%,17.70%,14.30%,9.41%,4.86%,,,,2.98%,,0.48%,,,
02-Sep-21,26.22%,22.93%,17.70%,14.29%,9.40%,4.87%,,,,2.98%,,0.47%,,,
03-Sep-21,26.23%,22.94%,17.69%,14.28%,9.39%,4.88%,,,,2.98%,,0.47%,,,
04-Sep-21,26.25%,22.95%,17.69%,14.27%,9.38%,4.89%,,,,2.98%,,0.47%,,,
05-Sep-21,26.27%,22.96%,17.68%,14.26%,9.37%,4.90%,,,,2.97%,,0.46%,,,
06-Sep-21,26.28%,22.96%,17.68%,14.26%,9.36%,4.91%,,,,2.97%,,0.46%,,,
07-Sep-21,26.29%,22.97%,17.68%,14.24%,9.35%,4.93%,,,,2.97%,,0.45%,,,
08-Sep-21,26.29%,22.98%,17.68%,14.23%,9.33%,4.95%,,,,2.97%,,0.45%,,,
09-Sep-21,26.29%,22.99%,17.67%,14.23%,9.32%,4.97%,,,,2.97%,,0.45%,,,
10-Sep-21,26.30%,23.00%,17.67%,14.22%,9.30%,4.99%,,,,2.97%,,0.44%,,,
11-Sep-21,26.30%,23.01%,17.67%,14.21%,9.28%,5.01%,,,,2.97%,,0.44%,,,
12-Sep-21,26.30%,23.02%,17.67%,14.21%,9.26%,5.03%,,,,2.97%,,0.44%,,,
13-Sep-21,26.30%,23.03%,17.68%,14.18%,9.25%,5.06%,,,,2.96%,,0.43%,,,
14-Sep-21,26.30%,23.04%,17.69%,14.16%,9.23%,5.08%,,,,2.96%,,0.43%,,,
15-Sep-21,26.26%,23.04%,17.69%,14.17%,9.20%,5.13%,,,,2.96%,,0.42%,,,
16-Sep-21,26.23%,23.05%,17.69%,14.17%,9.16%,5.18%,,,,2.96%,,0.41%,,,
17-Sep-21,26.20%,23.05%,17.69%,14.17%,9.13%,5.24%,,,,2.96%,,0.40%,,,
18-Sep-21,26.16%,23.05%,17.70%,14.18%,9.09%,5.29%,,,,2.96%,,0.40%,,,
19-Sep-21,26.13%,23.05%,17.70%,14.18%,9.05%,5.34%,,,,2.96%,,0.39%,,,
20-Sep-21,26.09%,23.06%,17.69%,14.18%,9.02%,5.39%,,,,2.96%,,0.38%,,,
21-Sep-21,26.07%,23.05%,17.67%,14.21%,8.99%,5.45%,,,,2.96%,,0.38%,,,
22-Sep-21,26.05%,23.04%,17.63%,14.25%,8.96%,5.50%,,,,2.96%,,0.38%,,,
23-Sep-21,26.03%,23.03%,17.60%,14.28%,8.94%,5.54%,,,,2.96%,,0.38%,,,
24-Sep-21,26.02%,23.01%,17.57%,14.31%,8.92%,5.59%,,,,2.95%,,0.38%,,,
25-Sep-21,26.00%,23.00%,17.54%,14.35%,8.89%,5.63%,,,,2.95%,,0.38%,,,
26-Sep-21,25.98%,22.99%,17.50%,14.38%,8.87%,5.68%,,,,2.95%,,0.39%,,,
27-Sep-21,25.95%,22.98%,17.49%,14.41%,8.85%,5.73%,,,,2.95%,,0.39%,,,
28-Sep-21,25.93%,22.97%,17.46%,14.45%,8.82%,5.78%,,,,2.94%,,0.39%,,,
29-Sep-21,25.90%,22.96%,17.42%,14.49%,8.80%,5.83%,,,,2.94%,,0.39%,,,
30-Sep-21,25.90%,22.96%,17.40%,14.50%,8.80%,5.85%,,,,2.94%,,0.40%,,,
01-Oct-21,25.90%,22.96%,17.38%,14.52%,8.81%,5.87%,,,,2.93%,,0.40%,,,
02-Oct-21,25.90%,22.96%,17.36%,14.53%,8.81%,5.88%,,,,2.93%,,0.41%,,,
03-Oct-21,25.90%,22.96%,17.35%,14.55%,8.81%,5.90%,,,,2.92%,,0.42%,,,
04-Oct-21,25.90%,22.96%,17.33%,14.56%,8.82%,5.92%,,,,2.92%,,0.42%,,,
05-Oct-21,25.89%,22.95%,17.32%,14.57%,8.82%,5.94%,,,,2.91%,,0.43%,,,
06-Oct-21,25.87%,22.97%,17.34%,14.56%,8.82%,5.95%,,,,2.91%,,0.43%,,,
07-Oct-21,25.85%,22.98%,17.36%,14.54%,8.81%,5.97%,,,,2.90%,,0.43%,,,
08-Oct-21,25.81%,23.00%,17.40%,14.51%,8.79%,5.99%,,,,2.90%,,0.42%,,,
09-Oct-21,25.77%,23.01%,17.43%,14.48%,8.77%,6.02%,,,,2.89%,,0.41%,,,
10-Oct-21,25.73%,23.02%,17.47%,14.45%,8.75%,6.04%,,,,2.89%,,0.41%,,,
11-Oct-21,25.68%,23.03%,17.50%,14.42%,8.73%,6.07%,,,,2.88%,,0.40%,,,
12-Oct-21,25.66%,23.04%,17.53%,14.40%,8.71%,6.09%,,,,2.88%,,0.39%,,,
13-Oct-21,25.63%,23.04%,17.56%,14.37%,8.69%,6.11%,,,,2.88%,,0.38%,,,
14-Oct-21,25.60%,23.04%,17.58%,14.34%,8.66%,6.13%,,,,2.88%,,0.38%,,,
15-Oct-21,25.57%,23.05%,17.61%,14.32%,8.64%,6.15%,,,,2.88%,,0.37%,,,
16-Oct-21,25.54%,23.05%,17.64%,14.29%,8.62%,6.17%,,,,2.87%,,0.36%,,,
17-Oct-21,25.51%,23.05%,17.67%,14.26%,8.59%,6.19%,,,,2.87%,,0.36%,,,
18-Oct-21,25.48%,23.07%,17.70%,14.22%,8.57%,6.23%,,,,2.87%,,0.35%,,,
19-Oct-21,25.44%,23.08%,17.73%,14.18%,8.55%,6.26%,,,,2.86%,,0.34%,,,
20-Oct-21,25.38%,23.05%,17.75%,14.18%,8.55%,6.30%,,,,2.87%,,0.34%,,,
21-Oct-21,25.32%,23.02%,17.77%,14.17%,8.55%,6.35%,,,,2.88%,,0.34%,,,
22-Oct-21,25.26%,22.99%,17.79%,14.16%,8.55%,6.40%,,,,2.90%,,0.35%,,,
23-Oct-21,25.22%,22.96%,17.80%,14.17%,8.57%,6.44%,,,,2.91%,,0.35%,,,
24-Oct-21,25.18%,22.94%,17.81%,14.18%,8.59%,6.48%,,,,2.92%,,0.36%,,,
25-Oct-21,25.13%,22.91%,17.82%,14.19%,8.60%,6.52%,,,,2.92%,,0.36%,,,
26-Oct-21,25.08%,22.88%,17.84%,14.19%,8.61%,6.57%,,,,2.93%,,0.37%,,,
27-Oct-21,25.03%,22.86%,17.85%,14.21%,8.63%,6.61%,,,,2.94%,,0.38%,,,
28-Oct-21,24.97%,22.84%,17.86%,14.22%,8.64%,6.66%,,,,2.94%,,0.38%,,,
29-Oct-21,24.92%,22.81%,17.86%,14.24%,8.66%,6.70%,,,,2.95%,,0.39%,,,
30-Oct-21,24.86%,22.79%,17.87%,14.25%,8.67%,6.75%,,,,2.96%,,0.39%,,,
31-Oct-21,24.81%,22.77%,17.88%,14.27%,8.69%,6.79%,,,,2.97%,,0.40%,,,
01-Nov-21,24.75%,22.75%,17.89%,14.28%,8.70%,6.84%,,,,2.97%,,0.41%,,,
02-Nov-21,24.69%,22.71%,17.92%,14.32%,8.71%,6.88%,,,,2.98%,,0.41%,,,
03-Nov-21,24.63%,22.67%,17.94%,14.35%,8.72%,6.91%,,,,2.99%,,0.42%,,,
04-Nov-21,24.60%,22.67%,17.97%,14.36%,8.71%,6.93%,,,,2.98%,,0.42%,,,
05-Nov-21,24.57%,22.67%,17.99%,14.36%,8.71%,6.95%,,,,2.97%,,0.42%,,,
06-Nov-21,24.54%,22.67%,18.02%,14.37%,8.70%,6.97%,,,,2.96%,,0.41%,,,
07-Nov-21,24.51%,22.66%,18.05%,14.38%,8.69%,6.99%,,,,2.95%,,0.41%,,,
08-Nov-21,24.47%,22.67%,18.08%,14.38%,8.68%,7.01%,,,,2.94%,,0.41%,,,
09-Nov-21,24.40%,22.64%,18.10%,14.43%,8.70%,7.05%,,,,2.92%,,0.40%,,,
10-Nov-21,24.33%,22.60%,18.11%,14.48%,8.71%,7.09%,,,,2.91%,,0.39%,,,
11-Nov-21,24.26%,22.57%,18.13%,14.53%,8.72%,7.12%,,,,2.89%,,0.39%,,,
12-Nov-21,24.18%,22.54%,18.14%,14.59%,8.73%,7.16%,,,,2.88%,,0.38%,,,
13-Nov-21,24.11%,22.50%,18.16%,14.64%,8.74%,7.20%,,,,2.86%,,0.38%,,,
14-Nov-21,24.04%,22.47%,18.18%,14.69%,8.75%,7.23%,,,,2.84%,,0.37%,,,
15-Nov-21,23.96%,22.44%,18.21%,14.74%,8.76%,7.27%,,,,2.82%,,0.36%,,,
16-Nov-21,23.88%,22.41%,18.25%,14.78%,8.77%,7.31%,,,,2.81%,,0.35%,,,
17-Nov-21,23.77%,22.35%,18.23%,14.87%,8.83%,7.37%,,,,2.79%,,0.36%,,,
18-Nov-21,23.65%,22.28%,18.22%,14.96%,8.88%,7.44%,,,,2.78%,,0.36%,,,
19-Nov-21,23.54%,22.22%,18.20%,15.05%,8.94%,7.50%,,,,2.77%,,0.36%,,,
20-Nov-21,23.42%,22.16%,18.18%,15.14%,8.99%,7.57%,,,,2.76%,,0.36%,,,
21-Nov-21,23.31%,22.10%,18.17%,15.23%,9.05%,7.64%,,,,2.75%,,0.37%,,,
22-Nov-21,23.18%,22.04%,18.16%,15.32%,9.10%,7.70%,,,,2.73%,,0.37%,,,
23-Nov-21,23.07%,21.98%,18.14%,15.41%,9.15%,7.77%,,,,2.72%,,0.37%,,,
24-Nov-21,22.99%,21.95%,18.14%,15.46%,9.19%,7.81%,,,,2.72%,,0.38%,,,
25-Nov-21,22.91%,21.92%,18.13%,15.51%,9.23%,7.86%,,,,2.71%,,0.39%,,,
26-Nov-21,22.83%,21.89%,18.13%,15.56%,9.27%,7.90%,,,,2.71%,,0.39%,,,
27-Nov-21,22.75%,21.86%,18.13%,15.61%,9.31%,7.95%,,,,2.71%,,0.40%,,,
28-Nov-21,22.66%,21.83%,18.12%,15.66%,9.35%,7.99%,,,,2.70%,,0.41%,,,
29-Nov-21,22.58%,21.80%,18.13%,15.71%,9.39%,8.04%,,,,2.69%,,0.41%,,,
30-Nov-21,22.49%,21.77%,18.12%,15.77%,9.44%,8.08%,,,,2.69%,,0.42%,,,
01-Dec-21,22.41%,21.74%,18.11%,15.83%,9.48%,8.12%,,,,2.69%,,0.42%,,,
02-Dec-21,22.37%,21.73%,18.13%,15.84%,9.48%,8.14%,,,,2.68%,,0.42%,,,
03-Dec-21,22.33%,21.73%,18.16%,15.85%,9.49%,8.15%,,,,2.67%,,0.42%,,,
04-Dec-21,22.30%,21.73%,18.18%,15.86%,9.49%,8.16%,,,,2.66%,,0.42%,,,
05-Dec-21,22.26%,21.73%,18.21%,15.87%,9.50%,8.17%,,,,2.65%,,0.42%,,,
06-Dec-21,22.22%,21.73%,18.23%,15.88%,9.50%,8.18%,,,,2.65%,,0.41%,,,
07-Dec-21,22.18%,21.72%,18.26%,15.91%,9.49%,8.17%,,,,2.63%,,0.41%,,,
08-Dec-21,22.15%,21.71%,18.30%,15.94%,9.48%,8.17%,,,,2.62%,,0.40%,,,
09-Dec-21,22.11%,21.70%,18.33%,15.98%,9.46%,8.16%,,,,2.61%,,0.40%,,,
10-Dec-21,22.07%,21.68%,18.37%,16.01%,9.45%,8.16%,,,,2.60%,,0.39%,,,
11-Dec-21,22.03%,21.67%,18.40%,16.04%,9.44%,8.15%,,,,2.59%,,0.38%,,,
12-Dec-21,22.00%,21.66%,18.44%,16.08%,9.42%,8.15%,,,,2.58%,,0.38%,,,
13-Dec-21,21.97%,21.65%,18.47%,16.10%,9.40%,8.14%,,,,2.56%,,0.37%,,,
14-Dec-21,21.96%,21.64%,18.50%,16.13%,9.39%,8.14%,,,,2.55%,,0.37%,,,
15-Dec-21,21.91%,21.64%,18.50%,16.21%,9.38%,8.12%,,,,2.55%,,0.37%,,,
16-Dec-21,21.86%,21.64%,18.50%,16.28%,9.37%,8.10%,,,,2.56%,,0.37%,,,
17-Dec-21,21.81%,21.63%,18.50%,16.36%,9.36%,8.08%,,,,2.57%,,0.37%,,,
18-Dec-21,21.75%,21.63%,18.51%,16.43%,9.35%,8.05%,,,,2.57%,,0.38%,,,
19-Dec-21,21.70%,21.63%,18.51%,16.51%,9.34%,8.03%,,,,2.58%,,0.38%,,,
20-Dec-21,21.66%,21.62%,18.52%,16.59%,9.33%,8.01%,,,,2.59%,,0.38%,,,
21-Dec-21,21.61%,21.61%,18.53%,16.67%,9.31%,7.99%,,,,2.59%,,0.38%,,,
22-Dec-21,21.58%,21.60%,18.53%,16.72%,9.30%,7.98%,,,,2.60%,,0.39%,,,
23-Dec-21,21.54%,21.60%,18.52%,16.78%,9.31%,7.97%,,,,2.61%,,0.39%,,,
24-Dec-21,21.51%,21.59%,18.52%,16.84%,9.31%,7.96%,,,,2.62%,,0.40%,,,
25-Dec-21,21.47%,21.59%,18.51%,16.90%,9.31%,7.95%,,,,2.64%,,0.41%,,,
26-Dec-21,21.44%,21.58%,18.50%,16.95%,9.31%,7.94%,,,,2.65%,,0.41%,,,
27-Dec-21,21.40%,21.58%,18.50%,17.01%,9.31%,7.93%,,,,2.66%,,0.42%,,,
28-Dec-21,21.35%,21.57%,18.49%,17.08%,9.31%,7.92%,,,,2.68%,,0.43%,,,
29-Dec-21,21.30%,21.56%,18.48%,17.14%,9.32%,7.91%,,,,2.69%,,0.44%,,,
30-Dec-21,21.28%,21.55%,18.50%,17.16%,9.31%,7.91%,,,,2.69%,,0.44%,,,
31-Dec-21,21.27%,21.54%,18.51%,17.18%,9.31%,7.92%,,,,2.69%,,0.43%,,,
01-Jan-22,21.25%,21.53%,18.53%,17.20%,9.30%,7.92%,,,,2.68%,,0.43%,,,
02-Jan-22,21.24%,21.52%,18.54%,17.22%,9.29%,7.92%,,,,2.68%,,0.43%,,,
03-Jan-22,21.23%,21.50%,18.55%,17.24%,9.29%,7.93%,,,,2.67%,,0.43%,,,
04-Jan-22,21.23%,21.49%,18.57%,17.25%,9.28%,7.93%,,,,2.67%,,0.43%,,,
05-Jan-22,21.24%,21.48%,18.58%,17.26%,9.27%,7.92%,,,,2.67%,,0.43%,,,
06-Jan-22,21.24%,21.47%,18.59%,17.27%,9.26%,7.92%,,,,2.67%,,0.43%,,,
07-Jan-22,21.25%,21.46%,18.60%,17.28%,9.26%,7.92%,,,,2.66%,,0.43%,,,
08-Jan-22,21.26%,21.45%,18.61%,17.30%,9.25%,7.92%,,,,2.66%,,0.43%,,,
09-Jan-22,21.26%,21.44%,18.62%,17.31%,9.24%,7.92%,,,,2.66%,,0.42%,,,
10-Jan-22,21.28%,21.44%,18.63%,17.31%,9.23%,7.91%,,,,2.65%,,0.42%,,,
11-Jan-22,21.30%,21.44%,18.64%,17.32%,9.22%,7.89%,,,,2.64%,,0.42%,,,
12-Jan-22,21.33%,21.44%,18.65%,17.32%,9.21%,7.88%,,,,2.64%,,0.42%,,,
13-Jan-22,21.35%,21.44%,18.66%,17.33%,9.20%,7.87%,,,,2.63%,,0.41%,,,
14-Jan-22,21.38%,21.44%,18.67%,17.34%,9.19%,7.86%,,,,2.62%,,0.41%,,,
15-Jan-22,21.40%,21.44%,18.68%,17.34%,9.18%,7.85%,,,,2.61%,,0.41%,,,
16-Jan-22,21.42%,21.44%,18.69%,17.35%,9.16%,7.83%,,,,2.61%,,0.41%,,,
17-Jan-22,21.45%,21.46%,18.70%,17.35%,9.14%,7.81%,,,,2.59%,,0.40%,,,
18-Jan-22,21.44%,21.50%,18.74%,17.39%,9.11%,7.79%,,,,2.55%,,0.39%,,,
19-Jan-22,21.40%,21.55%,18.76%,17.43%,9.08%,7.76%,,,,2.51%,,0.38%,,,
20-Jan-22,21.36%,21.60%,18.78%,17.47%,9.06%,7.74%,,,,2.47%,,0.38%,,,
21-Jan-22,21.29%,21.64%,18.82%,17.54%,9.00%,7.74%,,,,2.46%,,0.38%,,,
22-Jan-22,21.22%,21.69%,18.85%,17.61%,8.95%,7.73%,,,,2.44%,,0.38%,,,
23-Jan-22,21.15%,21.73%,18.88%,17.67%,8.89%,7.73%,,,,2.43%,,0.38%,,,
24-Jan-22,21.09%,21.77%,18.92%,17.74%,8.84%,7.72%,,,,2.41%,,0.38%,,,
25-Jan-22,21.01%,21.80%,18.96%,17.81%,8.78%,7.72%,,,,2.40%,,0.39%,,,
26-Jan-22,20.93%,21.83%,19.01%,17.88%,8.73%,7.72%,,,,2.38%,,0.39%,,,
27-Jan-22,20.86%,21.86%,19.05%,17.95%,8.67%,7.72%,,,,2.37%,,0.39%,,,
28-Jan-22,20.78%,21.90%,19.09%,18.02%,8.62%,7.72%,,,,2.35%,,0.39%,,,
29-Jan-22,20.70%,21.93%,19.14%,18.09%,8.56%,7.72%,,,,2.34%,,0.40%,,,
30-Jan-22,20.62%,21.96%,19.18%,18.16%,8.50%,7.72%,,,,2.32%,,0.40%,,,
31-Jan-22,20.54%,22.02%,19.24%,18.22%,8.44%,7.71%,,,,2.31%,,0.40%,,,
01-Feb-22,20.45%,22.06%,19.29%,18.28%,8.38%,7.71%,,,,2.30%,,0.40%,,,
02-Feb-22,20.41%,22.07%,19.32%,18.31%,8.34%,7.72%,,,,2.32%,,0.41%,,,
03-Feb-22,20.37%,22.08%,19.36%,18.34%,8.29%,7.73%,,,,2.34%,,0.41%,,,
04-Feb-22,20.33%,22.09%,19.39%,18.37%,8.25%,7.74%,,,,2.36%,,0.42%,,,
05-Feb-22,20.32%,22.11%,19.42%,18.37%,8.23%,7.73%,,,,2.35%,,0.42%,,,
06-Feb-22,20.31%,22.13%,19.45%,18.37%,8.21%,7.72%,,,,2.34%,,0.42%,,,
07-Feb-22,20.31%,22.15%,19.47%,18.37%,8.19%,7.71%,,,,2.33%,,0.41%,,,
08-Feb-22,20.31%,22.17%,19.49%,18.37%,8.17%,7.71%,,,,2.32%,,0.41%,,,
09-Feb-22,20.31%,22.19%,19.51%,18.37%,8.15%,7.70%,,,,2.32%,,0.41%,,,
10-Feb-22,20.31%,22.21%,19.53%,18.37%,8.13%,7.70%,,,,2.31%,,0.41%,,,
11-Feb-22,20.31%,22.24%,19.55%,18.37%,8.11%,7.69%,,,,2.30%,,0.40%,,,
12-Feb-22,20.31%,22.26%,19.58%,18.37%,8.08%,7.68%,,,,2.30%,,0.40%,,,
13-Feb-22,20.31%,22.28%,19.60%,18.37%,8.06%,7.68%,,,,2.29%,,0.40%,,,
14-Feb-22,20.32%,22.30%,19.61%,18.38%,8.04%,7.67%,,,,2.28%,,0.39%,,,
15-Feb-22,20.34%,22.29%,19.62%,18.40%,8.02%,7.66%,,,,2.27%,,0.39%,,,
16-Feb-22,20.36%,22.29%,19.63%,18.42%,8.00%,7.66%,,,,2.27%,,0.39%,,,
17-Feb-22,20.38%,22.28%,19.64%,18.43%,7.99%,7.65%,,,,2.26%,,0.39%,,,
18-Feb-22,20.36%,22.27%,19.59%,18.50%,7.98%,7.64%,,,,2.22%,,0.38%,,,
19-Feb-22,20.35%,22.23%,19.55%,18.59%,7.99%,7.62%,,,,2.22%,,0.38%,,,
20-Feb-22,20.33%,22.19%,19.51%,18.68%,8.00%,7.60%,,,,2.21%,,0.38%,,,
21-Feb-22,20.32%,22.14%,19.47%,18.76%,8.01%,7.58%,,,,2.21%,,0.38%,,,
22-Feb-22,20.30%,22.10%,19.42%,18.85%,8.02%,7.56%,,,,2.21%,,0.39%,,,
23-Feb-22,20.28%,22.06%,19.38%,18.93%,8.03%,7.53%,,,,2.21%,,0.39%,,,
24-Feb-22,20.26%,22.01%,19.34%,19.01%,8.04%,7.51%,,,,2.21%,,0.39%,,,
25-Feb-22,20.24%,21.97%,19.29%,19.10%,8.05%,7.49%,,,,2.21%,,0.39%,,,
26-Feb-22,20.22%,21.93%,19.25%,19.19%,8.06%,7.47%,,,,2.21%,,0.39%,,,
27-Feb-22,20.20%,21.88%,19.20%,19.27%,8.08%,7.45%,,,,2.21%,,0.40%,,,
28-Feb-22,20.19%,21.84%,19.14%,19.36%,8.09%,7.42%,,,,2.21%,,0.40%,,,
01-Mar-22,20.18%,21.80%,19.08%,19.44%,8.10%,7.40%,,,,2.21%,,0.40%,,,
02-Mar-22,20.17%,21.77%,19.03%,19.52%,8.12%,7.38%,,,,2.20%,,0.40%,,,
03-Mar-22,20.16%,21.73%,18.97%,19.60%,8.14%,7.36%,,,,2.20%,,0.41%,,,
04-Mar-22,20.15%,21.70%,18.91%,19.68%,8.15%,7.34%,,,,2.20%,,0.41%,,,
05-Mar-22,20.17%,21.66%,18.90%,19.70%,8.16%,7.32%,,,,2.22%,,0.42%,,,
