Date,Reform,EKRE,Centre,E200,SDE,Isamaa,VL,Koos,PP,Greens,ERK,Free,EÜRP,Res Publica,Coalition
06-Dec-99,11.00%,7.30%,21.41%,,18.35%,16.85%,,,,,,,6.10%,,7.60%
07-Dec-99,10.94%,7.30%,21.38%,,18.39%,16.86%,,,,,,,6.10%,,7.60%
08-Dec-99,10.89%,7.30%,21.36%,,18.43%,16.87%,,,,,,,6.10%,,7.60%
09-Dec-99,10.83%,7.30%,21.34%,,18.47%,16.87%,,,,,,,6.10%,,7.60%
10-Dec-99,10.77%,7.30%,21.31%,,18.51%,16.88%,,,,,,,6.10%,,7.60%
11-Dec-99,10.71%,7.30%,21.29%,,18.54%,16.89%,,,,,,,6.10%,,7.60%
12-Dec-99,10.65%,7.30%,21.26%,,18.58%,16.90%,,,,,,,6.10%,,7.60%
13-Dec-99,10.59%,7.30%,21.24%,,18.62%,16.91%,,,,,,,6.10%,,7.60%
14-Dec-99,10.53%,7.30%,21.22%,,18.66%,16.92%,,,,,,,6.10%,,7.60%
15-Dec-99,10.47%,7.30%,21.19%,,18.70%,16.93%,,,,,,,6.10%,,7.60%
16-Dec-99,10.41%,7.30%,21.17%,,18.73%,16.94%,,,,,,,6.10%,,7.60%
17-Dec-99,10.35%,7.30%,21.14%,,18.77%,16.95%,,,,,,,6.10%,,7.60%
18-Dec-99,10.30%,7.30%,21.12%,,18.81%,16.96%,,,,,,,6.10%,,7.60%
19-Dec-99,10.24%,7.30%,21.10%,,18.85%,16.96%,,,,,,,6.10%,,7.60%
20-Dec-99,10.18%,7.30%,21.07%,,18.89%,16.97%,,,,,,,6.10%,,7.60%
21-Dec-99,10.12%,7.30%,21.05%,,18.92%,16.98%,,,,,,,6.10%,,7.60%
22-Dec-99,10.06%,7.30%,21.02%,,18.96%,16.99%,,,,,,,6.10%,,7.60%
23-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
24-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
25-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
26-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
27-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
28-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
29-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
30-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
31-Dec-99,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
01-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
02-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
03-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
04-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
05-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
06-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
07-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
08-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
09-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
10-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
11-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
12-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
13-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
14-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
15-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
16-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
17-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
18-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
19-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
20-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
21-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
22-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
23-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
24-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
25-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
26-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
27-Jan-00,10.00%,7.30%,21.00%,,19.00%,17.00%,,,,,,,6.10%,,7.60%
28-Jan-00,10.03%,7.31%,21.03%,,18.96%,17.04%,,,,,,,6.07%,,7.56%
29-Jan-00,10.06%,7.33%,21.06%,,18.93%,17.08%,,,,,,,6.04%,,7.51%
30-Jan-00,10.10%,7.34%,21.10%,,18.89%,17.12%,,,,,,,6.02%,,7.47%
31-Jan-00,10.13%,7.36%,21.13%,,18.86%,17.16%,,,,,,,5.99%,,7.43%
01-Feb-00,10.16%,7.37%,21.16%,,18.82%,17.19%,,,,,,,5.96%,,7.38%
02-Feb-00,10.19%,7.39%,21.19%,,18.78%,17.23%,,,,,,,5.93%,,7.34%
03-Feb-00,10.22%,7.40%,21.22%,,18.75%,17.27%,,,,,,,5.90%,,7.30%
04-Feb-00,10.25%,7.42%,21.25%,,18.71%,17.31%,,,,,,,5.88%,,7.26%
05-Feb-00,10.29%,7.43%,21.29%,,18.67%,17.35%,,,,,,,5.85%,,7.21%
06-Feb-00,10.32%,7.45%,21.32%,,18.64%,17.39%,,,,,,,5.82%,,7.17%
07-Feb-00,10.35%,7.46%,21.35%,,18.60%,17.43%,,,,,,,5.79%,,7.13%
08-Feb-00,10.38%,7.48%,21.38%,,18.57%,17.47%,,,,,,,5.76%,,7.08%
09-Feb-00,10.41%,7.49%,21.41%,,18.53%,17.50%,,,,,,,5.74%,,7.04%
10-Feb-00,10.45%,7.51%,21.44%,,18.49%,17.54%,,,,,,,5.71%,,7.00%
11-Feb-00,10.48%,7.52%,21.48%,,18.46%,17.58%,,,,,,,5.68%,,6.95%
12-Feb-00,10.51%,7.54%,21.51%,,18.42%,17.62%,,,,,,,5.65%,,6.91%
13-Feb-00,10.54%,7.55%,21.54%,,18.39%,17.66%,,,,,,,5.62%,,6.87%
14-Feb-00,10.57%,7.57%,21.57%,,18.35%,17.70%,,,,,,,5.60%,,6.83%
15-Feb-00,10.61%,7.58%,21.60%,,18.31%,17.74%,,,,,,,5.57%,,6.78%
16-Feb-00,10.64%,7.60%,21.64%,,18.28%,17.78%,,,,,,,5.54%,,6.74%
17-Feb-00,10.67%,7.61%,21.67%,,18.24%,17.81%,,,,,,,5.51%,,6.70%
18-Feb-00,10.70%,7.63%,21.70%,,18.20%,17.85%,,,,,,,5.48%,,6.65%
19-Feb-00,10.73%,7.64%,21.73%,,18.17%,17.89%,,,,,,,5.46%,,6.61%
20-Feb-00,10.76%,7.66%,21.76%,,18.13%,17.93%,,,,,,,5.43%,,6.57%
21-Feb-00,10.80%,7.67%,21.79%,,18.10%,17.97%,,,,,,,5.40%,,6.52%
22-Feb-00,10.83%,7.69%,21.83%,,18.06%,18.01%,,,,,,,5.37%,,6.48%
23-Feb-00,10.86%,7.70%,21.86%,,18.02%,18.05%,,,,,,,5.34%,,6.44%
24-Feb-00,10.89%,7.72%,21.89%,,17.99%,18.09%,,,,,,,5.32%,,6.40%
25-Feb-00,10.92%,7.73%,21.92%,,17.95%,18.12%,,,,,,,5.29%,,6.35%
26-Feb-00,10.96%,7.75%,21.95%,,17.92%,18.16%,,,,,,,5.26%,,6.31%
27-Feb-00,10.99%,7.76%,21.98%,,17.88%,18.20%,,,,,,,5.23%,,6.27%
28-Feb-00,11.02%,7.78%,22.02%,,17.84%,18.24%,,,,,,,5.20%,,6.22%
29-Feb-00,11.05%,7.79%,22.05%,,17.81%,18.28%,,,,,,,5.17%,,6.18%
01-Mar-00,11.08%,7.81%,22.08%,,17.77%,18.32%,,,,,,,5.15%,,6.14%
02-Mar-00,11.12%,7.82%,22.11%,,17.73%,18.36%,,,,,,,5.12%,,6.09%
03-Mar-00,11.15%,7.84%,22.14%,,17.70%,18.40%,,,,,,,5.09%,,6.05%
04-Mar-00,11.18%,7.85%,22.18%,,17.66%,18.44%,,,,,,,5.06%,,6.01%
05-Mar-00,11.21%,7.87%,22.21%,,17.63%,18.47%,,,,,,,5.03%,,5.96%
06-Mar-00,11.24%,7.88%,22.24%,,17.59%,18.51%,,,,,,,5.01%,,5.92%
07-Mar-00,11.27%,7.90%,22.27%,,17.55%,18.55%,,,,,,,4.98%,,5.88%
08-Mar-00,11.31%,7.91%,22.30%,,17.52%,18.59%,,,,,,,4.95%,,5.84%
09-Mar-00,11.34%,7.93%,22.33%,,17.48%,18.63%,,,,,,,4.92%,,5.79%
10-Mar-00,11.37%,7.94%,22.37%,,17.45%,18.67%,,,,,,,4.89%,,5.75%
11-Mar-00,11.40%,7.96%,22.40%,,17.41%,18.71%,,,,,,,4.87%,,5.71%
12-Mar-00,11.43%,7.97%,22.43%,,17.37%,18.75%,,,,,,,4.84%,,5.66%
13-Mar-00,11.47%,7.99%,22.46%,,17.34%,18.78%,,,,,,,4.81%,,5.62%
14-Mar-00,11.50%,8.00%,22.49%,,17.30%,18.82%,,,,,,,4.78%,,5.58%
15-Mar-00,11.51%,8.00%,22.54%,,17.27%,18.84%,,,,,,,4.75%,,5.53%
16-Mar-00,11.52%,8.01%,22.58%,,17.24%,18.85%,,,,,,,4.72%,,5.49%
17-Mar-00,11.53%,8.01%,22.62%,,17.20%,18.86%,,,,,,,4.69%,,5.44%
18-Mar-00,11.54%,8.01%,22.67%,,17.17%,18.88%,,,,,,,4.66%,,5.40%
19-Mar-00,11.55%,8.02%,22.71%,,17.14%,18.89%,,,,,,,4.63%,,5.35%
20-Mar-00,11.56%,8.02%,22.76%,,17.11%,18.90%,,,,,,,4.60%,,5.31%
21-Mar-00,11.57%,8.02%,22.80%,,17.08%,18.92%,,,,,,,4.57%,,5.26%
22-Mar-00,11.58%,8.03%,22.84%,,17.04%,18.93%,,,,,,,4.54%,,5.22%
23-Mar-00,11.59%,8.03%,22.89%,,17.01%,18.94%,,,,,,,4.51%,,5.17%
24-Mar-00,11.61%,8.03%,22.93%,,16.98%,18.95%,,,,,,,4.48%,,5.13%
25-Mar-00,11.62%,8.03%,22.98%,,16.95%,18.97%,,,,,,,4.45%,,5.08%
26-Mar-00,11.63%,8.04%,23.02%,,16.92%,18.98%,,,,,,,4.42%,,5.04%
27-Mar-00,11.64%,8.04%,23.06%,,16.88%,18.99%,,,,,,,4.39%,,4.99%
28-Mar-00,11.65%,8.04%,23.11%,,16.85%,19.00%,,,,,,,4.36%,,4.95%
29-Mar-00,11.66%,8.04%,23.15%,,16.82%,19.02%,,,,,,,4.33%,,4.90%
30-Mar-00,11.67%,8.05%,23.20%,,16.79%,19.03%,,,,,,,4.30%,,4.86%
31-Mar-00,11.68%,8.05%,23.24%,,16.76%,19.04%,,,,,,,4.27%,,4.81%
01-Apr-00,11.68%,8.05%,23.29%,,16.72%,19.05%,,,,,,,4.24%,,4.77%
02-Apr-00,11.69%,8.05%,23.33%,,16.69%,19.06%,,,,,,,4.21%,,4.72%
03-Apr-00,11.70%,8.06%,23.37%,,16.66%,19.07%,,,,,,,4.18%,,4.68%
04-Apr-00,11.71%,8.06%,23.42%,,16.63%,19.09%,,,,,,,4.15%,,4.63%
05-Apr-00,11.72%,8.06%,23.46%,,16.60%,19.10%,,,,,,,4.12%,,4.59%
06-Apr-00,11.73%,8.06%,23.51%,,16.57%,19.11%,,,,,,,4.09%,,4.54%
07-Apr-00,11.74%,8.07%,23.55%,,16.53%,19.12%,,,,,,,4.06%,,4.50%
08-Apr-00,11.75%,8.07%,23.60%,,16.50%,19.13%,,,,,,,4.03%,,4.45%
09-Apr-00,11.76%,8.07%,23.64%,,16.47%,19.14%,,,,,,,4.00%,,4.41%
10-Apr-00,11.77%,8.07%,23.69%,,16.44%,19.15%,,,,,,,3.97%,,4.36%
11-Apr-00,11.77%,8.07%,23.73%,,16.41%,19.16%,,,,,,,3.94%,,4.32%
12-Apr-00,11.78%,8.07%,23.78%,,16.38%,19.17%,,,,,,,3.91%,,4.27%
13-Apr-00,11.79%,8.08%,23.82%,,16.34%,19.18%,,,,,,,3.88%,,4.22%
14-Apr-00,11.80%,8.08%,23.87%,,16.31%,19.19%,,,,,,,3.85%,,4.18%
15-Apr-00,11.81%,8.08%,23.92%,,16.28%,19.20%,,,,,,,3.82%,,4.13%
16-Apr-00,11.81%,8.08%,23.96%,,16.25%,19.21%,,,,,,,3.79%,,4.09%
17-Apr-00,11.82%,8.08%,24.01%,,16.22%,19.22%,,,,,,,3.76%,,4.04%
18-Apr-00,11.83%,8.08%,24.05%,,16.19%,19.23%,,,,,,,3.73%,,4.00%
19-Apr-00,11.84%,8.08%,24.10%,,16.16%,19.23%,,,,,,,3.70%,,3.95%
20-Apr-00,11.84%,8.08%,24.15%,,16.12%,19.24%,,,,,,,3.67%,,3.91%
21-Apr-00,11.85%,8.08%,24.19%,,16.09%,19.25%,,,,,,,3.64%,,3.86%
22-Apr-00,11.85%,8.08%,24.24%,,16.06%,19.26%,,,,,,,3.61%,,3.82%
23-Apr-00,11.86%,8.08%,24.28%,,16.03%,19.26%,,,,,,,3.58%,,3.77%
24-Apr-00,11.87%,8.09%,24.33%,,16.00%,19.27%,,,,,,,3.55%,,3.73%
25-Apr-00,11.87%,8.09%,24.38%,,15.97%,19.28%,,,,,,,3.52%,,3.68%
26-Apr-00,11.88%,8.08%,24.43%,,15.94%,19.28%,,,,,,,3.48%,,3.63%
27-Apr-00,11.88%,8.08%,24.47%,,15.91%,19.29%,,,,,,,3.45%,,3.59%
28-Apr-00,11.89%,8.08%,24.52%,,15.88%,19.30%,,,,,,,3.42%,,3.54%
29-Apr-00,11.89%,8.08%,24.57%,,15.85%,19.30%,,,,,,,3.39%,,3.50%
30-Apr-00,11.89%,8.08%,24.62%,,15.81%,19.31%,,,,,,,3.36%,,3.45%
01-May-00,11.90%,8.08%,24.66%,,15.78%,19.31%,,,,,,,3.33%,,3.41%
02-May-00,11.90%,8.08%,24.71%,,15.75%,19.31%,,,,,,,3.30%,,3.36%
03-May-00,11.90%,8.08%,24.76%,,15.72%,19.32%,,,,,,,3.27%,,3.32%
04-May-00,11.90%,8.08%,24.81%,,15.69%,19.32%,,,,,,,3.24%,,3.27%
05-May-00,11.91%,8.07%,24.86%,,15.66%,19.32%,,,,,,,3.21%,,3.22%
06-May-00,11.91%,8.07%,24.91%,,15.63%,19.32%,,,,,,,3.18%,,3.18%
07-May-00,11.87%,8.05%,24.93%,,15.64%,19.28%,,,,,,,3.17%,,3.17%
08-May-00,11.84%,8.04%,24.95%,,15.64%,19.24%,,,,,,,3.17%,,3.17%
09-May-00,11.81%,8.02%,24.96%,,15.65%,19.20%,,,,,,,3.17%,,3.17%
10-May-00,11.78%,8.00%,24.98%,,15.66%,19.16%,,,,,,,3.17%,,3.17%
11-May-00,11.75%,7.98%,25.00%,,15.66%,19.13%,,,,,,,3.16%,,3.16%
12-May-00,11.71%,7.96%,25.02%,,15.67%,19.09%,,,,,,,3.16%,,3.16%
13-May-00,11.68%,7.95%,25.04%,,15.68%,19.05%,,,,,,,3.16%,,3.16%
14-May-00,11.65%,7.93%,25.06%,,15.68%,19.01%,,,,,,,3.15%,,3.15%
15-May-00,11.62%,7.91%,25.07%,,15.69%,18.97%,,,,,,,3.15%,,3.15%
16-May-00,11.59%,7.89%,25.09%,,15.69%,18.93%,,,,,,,3.15%,,3.15%
17-May-00,11.56%,7.87%,25.11%,,15.70%,18.89%,,,,,,,3.14%,,3.14%
18-May-00,11.52%,7.86%,25.13%,,15.71%,18.85%,,,,,,,3.14%,,3.14%
19-May-00,11.49%,7.84%,25.15%,,15.71%,18.82%,,,,,,,3.14%,,3.14%
20-May-00,11.46%,7.82%,25.16%,,15.72%,18.78%,,,,,,,3.14%,,3.14%
21-May-00,11.43%,7.80%,25.18%,,15.72%,18.74%,,,,,,,3.13%,,3.13%
22-May-00,11.40%,7.78%,25.20%,,15.73%,18.70%,,,,,,,3.13%,,3.13%
23-May-00,11.36%,7.77%,25.22%,,15.74%,18.66%,,,,,,,3.13%,,3.13%
24-May-00,11.33%,7.75%,25.24%,,15.74%,18.62%,,,,,,,3.12%,,3.12%
25-May-00,11.30%,7.73%,25.26%,,15.75%,18.58%,,,,,,,3.12%,,3.12%
26-May-00,11.27%,7.71%,25.27%,,15.76%,18.54%,,,,,,,3.12%,,3.12%
27-May-00,11.24%,7.70%,25.29%,,15.76%,18.51%,,,,,,,3.12%,,3.12%
28-May-00,11.20%,7.68%,25.31%,,15.77%,18.47%,,,,,,,3.11%,,3.11%
29-May-00,11.17%,7.66%,25.33%,,15.77%,18.43%,,,,,,,3.11%,,3.11%
30-May-00,11.14%,7.64%,25.35%,,15.78%,18.39%,,,,,,,3.11%,,3.11%
31-May-00,11.11%,7.62%,25.37%,,15.79%,18.35%,,,,,,,3.10%,,3.10%
01-Jun-00,11.08%,7.61%,25.38%,,15.79%,18.31%,,,,,,,3.10%,,3.10%
02-Jun-00,11.05%,7.59%,25.40%,,15.80%,18.27%,,,,,,,3.10%,,3.10%
03-Jun-00,11.01%,7.57%,25.42%,,15.80%,18.23%,,,,,,,3.09%,,3.09%
04-Jun-00,10.98%,7.55%,25.44%,,15.81%,18.19%,,,,,,,3.09%,,3.09%
05-Jun-00,10.95%,7.53%,25.46%,,15.82%,18.16%,,,,,,,3.09%,,3.09%
06-Jun-00,10.92%,7.52%,25.47%,,15.82%,18.12%,,,,,,,3.09%,,3.09%
07-Jun-00,10.89%,7.50%,25.49%,,15.83%,18.08%,,,,,,,3.08%,,3.08%
08-Jun-00,10.85%,7.48%,25.51%,,15.84%,18.04%,,,,,,,3.08%,,3.08%
09-Jun-00,10.82%,7.46%,25.53%,,15.84%,18.00%,,,,,,,3.08%,,3.08%
10-Jun-00,10.79%,7.44%,25.55%,,15.85%,17.96%,,,,,,,3.07%,,3.07%
11-Jun-00,10.76%,7.43%,25.57%,,15.85%,17.92%,,,,,,,3.07%,,3.07%
12-Jun-00,10.73%,7.41%,25.58%,,15.86%,17.88%,,,,,,,3.07%,,3.07%
13-Jun-00,10.69%,7.39%,25.60%,,15.87%,17.85%,,,,,,,3.06%,,3.06%
14-Jun-00,10.66%,7.37%,25.62%,,15.87%,17.81%,,,,,,,3.06%,,3.06%
15-Jun-00,10.63%,7.35%,25.64%,,15.88%,17.77%,,,,,,,3.06%,,3.06%
16-Jun-00,10.60%,7.34%,25.66%,,15.88%,17.73%,,,,,,,3.06%,,3.06%
17-Jun-00,10.57%,7.32%,25.68%,,15.89%,17.69%,,,,,,,3.05%,,3.05%
18-Jun-00,10.54%,7.30%,25.69%,,15.90%,17.65%,,,,,,,3.05%,,3.05%
19-Jun-00,10.50%,7.28%,25.71%,,15.90%,17.61%,,,,,,,3.05%,,3.05%
20-Jun-00,10.47%,7.27%,25.73%,,15.91%,17.57%,,,,,,,3.04%,,3.04%
21-Jun-00,10.44%,7.25%,25.75%,,15.92%,17.54%,,,,,,,3.04%,,3.04%
22-Jun-00,10.41%,7.23%,25.77%,,15.92%,17.50%,,,,,,,3.04%,,3.04%
23-Jun-00,10.40%,7.22%,25.77%,,15.92%,17.48%,,,,,,,3.04%,,3.04%
24-Jun-00,10.39%,7.22%,25.78%,,15.93%,17.47%,,,,,,,3.04%,,3.04%
25-Jun-00,10.38%,7.21%,25.79%,,15.93%,17.46%,,,,,,,3.03%,,3.03%
26-Jun-00,10.36%,7.20%,25.79%,,15.93%,17.44%,,,,,,,3.03%,,3.03%
27-Jun-00,10.35%,7.20%,25.80%,,15.93%,17.43%,,,,,,,3.03%,,3.03%
28-Jun-00,10.34%,7.19%,25.80%,,15.93%,17.42%,,,,,,,3.03%,,3.03%
29-Jun-00,10.33%,7.19%,25.81%,,15.94%,17.40%,,,,,,,3.03%,,3.03%
30-Jun-00,10.32%,7.18%,25.82%,,15.94%,17.39%,,,,,,,3.03%,,3.03%
01-Jul-00,10.31%,7.17%,25.82%,,15.94%,17.38%,,,,,,,3.03%,,3.03%
02-Jul-00,10.30%,7.17%,25.83%,,15.94%,17.37%,,,,,,,3.03%,,3.03%
03-Jul-00,10.29%,7.16%,25.83%,,15.94%,17.35%,,,,,,,3.03%,,3.03%
04-Jul-00,10.28%,7.16%,25.84%,,15.95%,17.34%,,,,,,,3.03%,,3.03%
05-Jul-00,10.27%,7.15%,25.85%,,15.95%,17.33%,,,,,,,3.03%,,3.03%
06-Jul-00,10.26%,7.15%,25.85%,,15.95%,17.32%,,,,,,,3.02%,,3.02%
07-Jul-00,10.25%,7.14%,25.86%,,15.95%,17.30%,,,,,,,3.02%,,3.02%
08-Jul-00,10.24%,7.14%,25.86%,,15.95%,17.29%,,,,,,,3.02%,,3.02%
09-Jul-00,10.23%,7.13%,25.87%,,15.96%,17.28%,,,,,,,3.02%,,3.02%
10-Jul-00,10.22%,7.12%,25.87%,,15.96%,17.27%,,,,,,,3.02%,,3.02%
11-Jul-00,10.21%,7.12%,25.88%,,15.96%,17.26%,,,,,,,3.02%,,3.02%
12-Jul-00,10.20%,7.11%,25.88%,,15.96%,17.25%,,,,,,,3.02%,,3.02%
13-Jul-00,10.19%,7.11%,25.89%,,15.96%,17.23%,,,,,,,3.02%,,3.02%
14-Jul-00,10.18%,7.10%,25.89%,,15.96%,17.22%,,,,,,,3.02%,,3.02%
15-Jul-00,10.17%,7.10%,25.90%,,15.97%,17.21%,,,,,,,3.02%,,3.02%
16-Jul-00,10.17%,7.09%,25.91%,,15.97%,17.20%,,,,,,,3.02%,,3.02%
17-Jul-00,10.16%,7.09%,25.91%,,15.97%,17.19%,,,,,,,3.01%,,3.01%
18-Jul-00,10.15%,7.08%,25.92%,,15.97%,17.18%,,,,,,,3.01%,,3.01%
19-Jul-00,10.14%,7.08%,25.92%,,15.97%,17.17%,,,,,,,3.01%,,3.01%
20-Jul-00,10.13%,7.07%,25.92%,,15.97%,17.16%,,,,,,,3.01%,,3.01%
21-Jul-00,10.12%,7.07%,25.93%,,15.98%,17.15%,,,,,,,3.01%,,3.01%
22-Jul-00,10.11%,7.06%,25.93%,,15.98%,17.14%,,,,,,,3.01%,,3.01%
23-Jul-00,10.11%,7.06%,25.94%,,15.98%,17.13%,,,,,,,3.01%,,3.01%
24-Jul-00,10.10%,7.06%,25.94%,,15.98%,17.12%,,,,,,,3.01%,,3.01%
25-Jul-00,10.09%,7.05%,25.95%,,15.98%,17.11%,,,,,,,3.01%,,3.01%
26-Jul-00,10.08%,7.05%,25.95%,,15.98%,17.10%,,,,,,,3.01%,,3.01%
27-Jul-00,10.08%,7.04%,25.96%,,15.99%,17.09%,,,,,,,3.01%,,3.01%
28-Jul-00,10.07%,7.04%,25.96%,,15.99%,17.09%,,,,,,,3.01%,,3.01%
29-Jul-00,10.06%,7.04%,25.96%,,15.99%,17.08%,,,,,,,3.01%,,3.01%
30-Jul-00,10.06%,7.03%,25.97%,,15.99%,17.07%,,,,,,,3.01%,,3.01%
31-Jul-00,10.05%,7.03%,25.97%,,15.99%,17.06%,,,,,,,3.00%,,3.00%
01-Aug-00,10.05%,7.03%,25.97%,,15.99%,17.05%,,,,,,,3.00%,,3.00%
02-Aug-00,10.04%,7.02%,25.98%,,15.99%,17.05%,,,,,,,3.00%,,3.00%
03-Aug-00,10.03%,7.02%,25.98%,,15.99%,17.04%,,,,,,,3.00%,,3.00%
04-Aug-00,10.03%,7.02%,25.98%,,15.99%,17.04%,,,,,,,3.00%,,3.00%
05-Aug-00,10.02%,7.01%,25.99%,,16.00%,17.03%,,,,,,,3.00%,,3.00%
06-Aug-00,10.02%,7.01%,25.99%,,16.00%,17.02%,,,,,,,3.00%,,3.00%
07-Aug-00,10.02%,7.01%,25.99%,,16.00%,17.02%,,,,,,,3.00%,,3.00%
08-Aug-00,10.01%,7.01%,25.99%,,16.00%,17.01%,,,,,,,3.00%,,3.00%
09-Aug-00,10.01%,7.00%,25.99%,,16.00%,17.01%,,,,,,,3.00%,,3.00%
10-Aug-00,10.01%,7.00%,26.00%,,16.00%,17.01%,,,,,,,3.00%,,3.00%
11-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
12-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
13-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
14-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
15-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
16-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
17-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
18-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
19-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
20-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
21-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
22-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
23-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
24-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
25-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
26-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
27-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
28-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
29-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
30-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
31-Aug-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
01-Sep-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
02-Sep-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
03-Sep-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
04-Sep-00,10.00%,7.00%,26.00%,,16.00%,17.00%,,,,,,,3.00%,,3.00%
